origin_city,origin_state,origin_postal_code,dest_city,dest_state,dest_postal_code,practical_miles,short_miles,empty_miles,n_practical,n_short,practical_min,practical_max,practical_spread,short_min,short_max,trust_level,source,first_seen,last_seen
LAREDO,TX,,WAUPUN,WI,,1720.0,1707.7,0.0,1.0,1,1720.0,1720.0,0.0,1707.7,1707.7,thin,history,2025-02-05,2025-02-05
LAREDO,TX,,WAUSAU,WI,,1555.9,1508.4,0.0,1.0,1,1555.9,1555.9,0.0,1508.4,1508.4,thin,history,2022-05-13,2022-05-13
LAREDO,TX,,WAUSAW,WI,,1555.9,1508.4,0.0,1.0,1,1555.9,1555.9,0.0,1508.4,1508.4,thin,history,2023-01-06,2023-01-06
LAREDO,TX,,WAUWATOSA,WI,,1510.0,1452.4,0.0,1.0,1,1510.0,1510.0,0.0,1452.4,1452.4,thin,history,2023-01-13,2023-01-13
LAREDO,TX,,WAXAHACHIE,TX,,399.0,797.7,399.2,1.0,1,399.0,399.0,0.0,797.7,797.7,thin,history,2022-08-29,2022-08-29
LAREDO,TX,,VERNON,CA,,1501.2,1369.0,0.0,1.0,1,1501.2,1501.2,0.0,1369.0,1369.0,thin,history,2025-10-25,2025-10-25
LAREDO,TX,,SPRINGBORO,OH,,1400.2,1342.4,0.0,1.0,1,1400.2,1400.2,0.0,1342.4,1342.4,thin,history,2023-03-17,2023-03-17
LAREDO,TX,,SPRINGDALE,AR,,860.7,832.2,0.0,1.0,1,860.7,860.7,0.0,832.2,832.2,thin,history,2024-04-05,2024-04-05
LAREDO,TX,,SPRINGTOWN,TX,,451.8,426.2,0.0,1.0,1,451.8,451.8,0.0,426.2,426.2,thin,history,2023-11-08,2023-11-08
LAREDO,TX,,SPRS,CO,,1040.1,975.4,0.0,1.0,1,1040.1,1040.1,0.0,975.4,975.4,thin,history,2023-04-10,2023-04-10
LAREDO,TX,,ST LOUIS,MO,,1052.8,1047.1,0.0,1.0,1,1052.8,1052.8,0.0,1047.1,1047.1,thin,history,2025-03-31,2025-03-31
LAREDO,TX,,STAFFORD,TX,,344.8,,344.3,1.0,0,344.8,344.8,0.0,,,thin,history,2026-01-19,2026-01-19
LAREDO,TX,,STERLING,CO,,1198.5,1157.3,0.0,1.0,1,1198.5,1198.5,0.0,1157.3,1157.3,thin,history,2024-03-15,2024-03-15
LAREDO,TX,,STREAMWOOD,IL,,1358.2,1346.0,0.0,1.0,1,1358.2,1358.2,0.0,1346.0,1346.0,thin,history,2023-03-18,2023-03-18
LAREDO,TX,,STREATOR,IL,,1282.2,,0.0,1.0,0,1282.2,1282.2,0.0,,,thin,history,2021-02-10,2021-02-10
LAREDO,TX,,SUNNYVALE,TX,,436.6,435.0,0.0,1.0,1,436.6,436.6,0.0,435.0,435.0,thin,history,2021-07-21,2021-07-21
LAREDO,TX,,TOMPKINSVILLE,KY,,1187.9,1147.3,0.0,1.0,1,1187.9,1187.9,0.0,1147.3,1147.3,thin,history,2025-05-14,2025-05-14
LAREDO,TX,,TACOMA,WA,,2408.5,2201.4,0.0,1.0,1,2408.5,2408.5,0.0,2201.4,2201.4,thin,history,2023-11-09,2023-11-09
LAREDO,TX,,TAMPA,FL,,1333.4,1287.8,0.0,1.0,1,1333.4,1333.4,0.0,1287.8,1287.8,thin,history,2024-04-29,2024-04-29
LAREDO,TX,,TAUNTON,MA,,2173.8,2110.2,0.0,1.0,1,2173.8,2173.8,0.0,2110.2,2110.2,thin,history,2023-05-05,2023-05-05
LAREDO,TX,,TAYLOR,MI,,1601.7,1551.6,0.0,1.0,1,1601.7,1601.7,0.0,1551.6,1551.6,thin,history,2024-03-24,2024-03-24
LAREDO,TX,,TAYLORSVILLE,GA,,1142.2,1101.6,0.0,1.0,1,1142.2,1142.2,0.0,1101.6,1101.6,thin,history,2022-09-29,2022-09-29
LAREDO,TX,,THOMASVILLE,NC,,1451.6,1423.2,0.0,1.0,1,1451.6,1451.6,0.0,1423.2,1423.2,thin,history,2026-06-03,2026-06-03
LAREDO,TX,,TIFFIN,OH,,1543.1,1477.1,0.0,1.0,1,1543.1,1543.1,0.0,1477.1,1477.1,thin,history,2023-09-22,2023-09-22
LAREDO,TX,,TILLMOOK,OR,,2335.2,2209.1,0.0,1.0,1,2335.2,2335.2,0.0,2209.1,2209.1,thin,history,2023-11-27,2023-11-27
LAREDO,TX,,TOLLESON,AZ,,1144.3,1036.0,0.0,1.0,1,1144.3,1144.3,0.0,1036.0,1036.0,thin,history,2020-11-23,2020-11-23
LAREDO,TX,,TOMAH,WI,,1432.6,1401.6,0.0,1.0,1,1432.6,1432.6,0.0,1401.6,1401.6,thin,history,2023-03-18,2023-03-18
LAREDO,TX,,SUWANEE,GA,,1173.0,1157.4,0.0,1.0,1,1173.0,1173.0,0.0,1157.4,1157.4,thin,history,2023-02-06,2023-02-06
LAREDO,TX,,YUMA,AZ,,1250.9,1148.2,0.0,1.0,1,1250.9,1250.9,0.0,1148.2,1148.2,thin,history,2025-06-16,2025-06-16
LAS CRUCES,NM,,FORT JOHNSON,LA,,983.3,1290.8,389.2,1.0,1,983.3,983.3,0.0,1290.8,1290.8,thin,history,2024-07-06,2024-07-06
LAS VEGAS,NV,,AUSTIN,TX,,1312.0,1502.2,235.8,1.0,1,1312.0,1312.0,0.0,1502.2,1502.2,thin,history,2024-09-12,2024-09-12
LAS VEGAS,NV,,CARROLTON,TX,,1371.9,1289.0,0.0,1.0,1,1371.9,1371.9,0.0,1289.0,1289.0,thin,history,2024-05-24,2024-05-24
LAS VEGAS,NV,,HEREFORD,TX,,863.7,1329.6,493.2,1.0,1,863.7,863.7,0.0,1329.6,1329.6,thin,history,2024-06-07,2024-06-07
LAS VEGAS,NV,,LAREDO,TX,,1425.0,1575.2,303.9,1.0,1,1425.0,1425.0,0.0,1575.2,1575.2,thin,history,2024-06-06,2024-06-06
LAS VEGAS,NV,,PHOENIX,AZ,,304.7,290.6,0.0,1.0,1,304.7,304.7,0.0,290.6,290.6,thin,history,2023-10-10,2023-10-10
LAS VEGAS,TX,,HOUSTON,TX,,1477.4,1729.5,366.9,1.0,1,1477.4,1477.4,0.0,1729.5,1729.5,thin,history,2026-07-10,2026-07-10
LAUREL,MS,,LAREDO,TX,,813.1,1287.5,515.6,1.0,1,813.1,813.1,0.0,1287.5,1287.5,thin,history,2022-06-01,2022-06-01
LAREDO,TX,,WEBB CITY,MO,,782.5,777.1,0.0,1.0,1,782.5,782.5,0.0,777.1,777.1,thin,history,2024-01-26,2024-01-26
LAWRENCE,KS,,TEMPLE,TX,,634.7,1130.5,554.9,1.0,1,634.7,634.7,0.0,1130.5,1130.5,thin,history,2022-12-11,2022-12-11
LAWRENCE,MA,,FARIBAULT,MN,,1443.7,1451.9,51.9,1.0,1,1443.7,1443.7,0.0,1451.9,1451.9,thin,history,2025-11-10,2025-11-10
LAWRENCEVILLE,GA,,LAREDO,TX,,1174.4,1207.4,51.4,1.0,1,1174.4,1174.4,0.0,1207.4,1207.4,thin,history,2020-08-31,2020-08-31
LAWTON,OK,,WATERFORD,MI,,1392.6,1613.4,273.0,1.0,1,1392.6,1392.6,0.0,1613.4,1613.4,thin,history,2025-06-23,2025-06-23
LE MARS,IA,,LAREDO,TX,,1201.9,,135.1,1.0,0,1201.9,1201.9,0.0,,,thin,history,2021-03-22,2021-03-22
LE ROY,IL,,LAREDO,TX,,1236.7,1480.2,264.2,1.0,1,1236.7,1236.7,0.0,1480.2,1480.2,thin,history,2022-10-07,2022-10-07
LEBANON,IN,,NEW BRAUNFELS,TX,,1166.6,1441.4,336.8,1.0,1,1166.6,1166.6,0.0,1441.4,1441.4,thin,history,2025-04-19,2025-04-19
LEBANON,IN,,NORTH PLATTE,NE,,861.6,823.8,0.0,1.0,1,861.6,861.6,0.0,823.8,823.8,thin,history,2025-04-05,2025-04-05
LEBANON,IN,,TEMPLE,TX,,1048.8,1440.6,460.4,1.0,1,1048.8,1048.8,0.0,1440.6,1440.6,thin,history,2026-05-06,2026-05-06
LEBANON,OR,,LAREDO,TX,,2800.7,2569.6,51.1,1.0,1,2800.7,2800.7,0.0,2569.6,2569.6,thin,history,2025-04-24,2025-04-24
LAURENS,SC,,DEL RIO,TX,,1310.3,1577.0,271.6,1.0,1,1310.3,1310.3,0.0,1577.0,1577.0,thin,history,2022-11-23,2022-11-23
LAREDO,TX,,WENATCHEE,WA,,2237.4,2106.9,0.0,1.0,1,2237.4,2237.4,0.0,2106.9,2106.9,thin,history,2023-03-11,2023-03-11
LAREDO,TX,,WEST BEND,WI,,1463.2,1444.0,0.0,1.0,1,1463.2,1463.2,0.0,1444.0,1444.0,thin,history,2026-07-15,2026-07-15
LAREDO,TX,,WEST CONSHOHOCKEN,PA,,1947.8,1879.6,0.0,1.0,1,1947.8,1947.8,0.0,1879.6,1879.6,thin,history,2022-08-26,2022-08-26
LAREDO,TX,,WEST JORDAN,UT,,1487.6,1360.5,0.0,1.0,1,1487.6,1487.6,0.0,1360.5,1360.5,thin,history,2022-09-30,2022-09-30
LAREDO,TX,,WHEATLAND,PA,,1657.9,1594.2,0.0,1.0,1,1657.9,1657.9,0.0,1594.2,1594.2,thin,history,2023-07-01,2023-07-01
LAREDO,TX,,WHITSET,NC,,1490.9,1448.0,0.0,1.0,1,1490.9,1490.9,0.0,1448.0,1448.0,thin,history,2023-05-27,2023-05-27
LAREDO,TX,,WICHITA,KS,,790.8,781.8,0.0,1.0,1,790.8,790.8,0.0,781.8,781.8,thin,history,2024-05-29,2024-05-29
LAREDO,TX,,WILDER,ID,,1871.2,1744.7,0.0,1.0,1,1871.2,1871.2,0.0,1744.7,1744.7,thin,history,2024-01-26,2024-01-26
LAREDO,TX,,WILLIMASON,NY,,1895.7,,0.0,1.0,0,1895.7,1895.7,0.0,,,thin,history,2021-04-09,2021-04-09
LAREDO,TX,,WILLISTON,ND,,1907.6,1660.0,0.0,1.0,1,1907.6,1907.6,0.0,1660.0,1660.0,thin,history,2024-09-24,2024-09-24
LAREDO,TX,,YOUNGSVILLE,NC,,1552.0,1518.3,0.0,1.0,1,1552.0,1552.0,0.0,1518.3,1518.3,thin,history,2022-11-15,2022-11-15
LAREDO,TX,,WILLMINGTON,MA,,2199.5,,2200.7,1.0,0,2199.5,2199.5,0.0,,,thin,history,2026-06-05,2026-06-05
LAREDO,TX,,WISHEK,ND,,1504.4,1450.5,0.0,1.0,1,1504.4,1504.4,0.0,1450.5,1450.5,thin,history,2024-09-24,2024-09-24
LAREDO,TX,,WOODBURN,WI,,1470.2,1411.9,0.0,1.0,1,1470.2,1470.2,0.0,1411.9,1411.9,thin,history,2020-07-20,2020-07-20
LAREDO,TX,,WOODINVILLE,WA,,2329.9,2189.0,0.0,1.0,1,2329.9,2329.9,0.0,2189.0,2189.0,thin,history,2023-03-01,2023-03-01
LAREDO,TX,,WOODLAND,CA,,1907.4,1775.3,0.0,1.0,1,1907.4,1907.4,0.0,1775.3,1775.3,thin,history,2026-03-13,2026-03-13
LAREDO,TX,,WOODRIDGE,IL,,1332.7,1319.3,0.0,1.0,1,1332.7,1332.7,0.0,1319.3,1319.3,thin,history,2024-07-10,2024-07-10
LAREDO,TX,,WUAKEGAN,IL,,1388.6,1375.6,0.0,1.0,1,1388.6,1388.6,0.0,1375.6,1375.6,thin,history,2024-08-21,2024-08-21
LAREDO,TX,,WYOMING,MI,,1533.6,1488.7,0.0,1.0,1,1533.6,1533.6,0.0,1488.7,1488.7,thin,history,2025-05-26,2025-05-26
LAREDO,TX,,YORKTOWN,IN,,1382.5,1333.5,0.0,1.0,1,1382.5,1382.5,0.0,1333.5,1333.5,thin,history,2023-06-17,2023-06-17
LAREDO,TX,,YORKTOWN,VA,,1730.6,1684.0,0.0,1.0,1,1730.6,1730.6,0.0,1684.0,1684.0,thin,history,2023-02-16,2023-02-16
LAREDO,TX,,WILLMAR,MN,,1389.1,1379.7,0.0,1.0,1,1389.1,1389.1,0.0,1379.7,1379.7,thin,history,2024-06-14,2024-06-14
IMMOKALEE,FL,,DALLAS,TX,,1218.8,1326.4,126.9,1.0,1,1218.8,1218.8,0.0,1326.4,1326.4,thin,history,2022-12-05,2022-12-05
INDIANA,PA,,LAREDO,TX,,1713.6,2033.1,373.9,1.0,1,1713.6,1713.6,0.0,2033.1,2033.1,thin,history,2022-03-31,2022-03-31
INDIANAPOLIS IN,IN,,SPRINGFIELD,MA,,865.1,947.0,115.2,1.0,1,865.1,865.1,0.0,947.0,947.0,thin,history,2026-04-03,2026-04-03
INDIANAPOLIS,IN,,BENSENVILLE,IL,,200.9,250.9,58.4,1.0,1,200.9,200.9,0.0,250.9,250.9,thin,history,2025-04-21,2025-04-21
INDIANAPOLIS,IN,,HOUSTON,TX,,1048.5,1581.0,566.7,1.0,1,1048.5,1048.5,0.0,1581.0,1581.0,thin,history,2023-04-23,2023-04-23
INDIANAPOLIS,IN,,ROGERS,MN,,614.6,682.2,81.7,1.0,1,614.6,614.6,0.0,682.2,682.2,thin,history,2025-02-04,2025-02-04
INDIANAPOLIS,IN,,SAN ANTONIO,TX,,1186.2,1300.7,160.8,1.0,1,1186.2,1186.2,0.0,1300.7,1300.7,thin,history,2020-12-01,2020-12-01
INDIANAPOLIS,IN,,SEABROOK,NH,,970.8,1013.3,81.4,1.0,1,970.8,970.8,0.0,1013.3,1013.3,thin,history,2026-05-20,2026-05-20
INTERAMERICA,TX,,AUBURN,AL,,1034.0,1023.4,0.0,1.0,1,1034.0,1034.0,0.0,1023.4,1023.4,thin,history,2020-10-21,2020-10-21
LAREDO,TX,,FLUSHING,NY,,2001.4,1938.2,0.0,1.0,1,2001.4,2001.4,0.0,1938.2,1938.2,thin,history,2022-12-02,2022-12-02
IOWA CITY,IA,,LAREDO,TX,,1223.5,1415.7,213.7,1.0,1,1223.5,1223.5,0.0,1415.7,1415.7,thin,history,2025-07-25,2025-07-25
ISLIP,NY,,LAREDO,TX,,2033.0,2027.9,55.8,1.0,1,2033.0,2033.0,0.0,2027.9,2027.9,thin,history,2023-08-29,2023-08-29
ITHACA,NY,,LAREDO,TX,,1943.3,2149.1,270.1,1.0,1,1943.3,1943.3,0.0,2149.1,2149.1,thin,history,2022-02-22,2022-02-22
IVYLAND,PA,,LAREDO,TX,,1912.4,1945.8,92.9,1.0,1,1912.4,1912.4,0.0,1945.8,1945.8,thin,history,2022-03-22,2022-03-22
JACKSON,TN,,HOLLAND,MI,,602.4,724.3,130.3,1.0,1,602.4,602.4,0.0,724.3,724.3,thin,history,2025-11-11,2025-11-11
JACKSON,TN,,NUEVO LAREDO,TA,,967.8,1063.8,130.8,1.0,1,967.8,967.8,0.0,1063.8,1063.8,thin,history,2023-06-06,2023-06-06
JACKSONVILLE,FL,,CEDAR FALLS,IA,,1265.7,1353.6,154.7,1.0,1,1265.7,1265.7,0.0,1353.6,1353.6,thin,history,2025-08-26,2025-08-26
JACKSONVILLE,FL,,DEERFIELD,FL,,323.7,312.8,0.0,1.0,1,323.7,323.7,0.0,312.8,312.8,thin,history,2022-12-03,2022-12-03
JACKSONVILLE,FL,,HAZLE TOWNSHIP,PA,,898.6,1088.7,207.6,1.0,1,898.6,898.6,0.0,1088.7,1088.7,thin,history,2025-11-21,2025-11-21
JACKSONVILLE,FL,,NEW BRAUNFELS,TX,,1052.1,1414.6,373.4,1.0,1,1052.1,1052.1,0.0,1414.6,1414.6,thin,history,2022-05-17,2022-05-17
INWOOD,NY,,CARROLLTON,TX,,1585.1,2030.1,462.9,1.0,1,1585.1,1585.1,0.0,2030.1,2030.1,thin,history,2022-10-17,2022-10-17
HOUSTON,TX,,MYTON,UT,,1390.9,1371.3,38.8,1.0,1,1390.9,1390.9,0.0,1371.3,1371.3,thin,history,2022-10-24,2022-10-24
HOUSTON,TX,,NASHVILLE,TN,,780.1,1099.3,345.9,1.0,1,780.1,780.1,0.0,1099.3,1099.3,thin,history,2025-11-07,2025-11-07
HOUSTON,TX,,PEARSALL,TX,,214.2,366.9,160.0,1.0,1,214.2,214.2,0.0,366.9,366.9,thin,history,2023-11-06,2023-11-06
HOUSTON,TX,,SANGER,TX,,291.5,334.7,45.6,1.0,1,291.5,291.5,0.0,334.7,334.7,thin,history,2024-07-25,2024-07-25
HOUSTON,TX,,TILDEN,TX,,262.5,397.7,138.8,1.0,1,262.5,262.5,0.0,397.7,397.7,thin,history,2024-05-08,2024-05-08
HOWARD,PA,,GRAN PRAIRIE,TX,,1401.2,1468.8,114.7,1.0,1,1401.2,1401.2,0.0,1468.8,1468.8,thin,history,2020-12-18,2020-12-18
HOWARD,PA,,SAN ANTONIO,TX,,1647.2,2106.2,534.4,1.0,1,1647.2,1647.2,0.0,2106.2,2106.2,thin,history,2023-09-24,2023-09-24
HOWELL,NJ,,INDUSTRIAL,TX,,1595.1,1664.4,106.7,1.0,1,1595.1,1595.1,0.0,1664.4,1664.4,thin,history,2024-05-13,2024-05-13
HOWELL,NJ,,LAREDO,TX,,1954.5,1988.7,107.3,1.0,1,1954.5,1954.5,0.0,1988.7,1988.7,thin,history,2022-05-02,2022-05-02
IDAHO FALLS,ID,,LAREDO,TX,,1712.0,1915.9,260.5,1.0,1,1712.0,1712.0,0.0,1915.9,1915.9,thin,history,2022-12-21,2022-12-21
HUDSONVILLE,MI,,HOUSTON,TX,,1315.2,1654.4,350.6,1.0,1,1315.2,1315.2,0.0,1654.4,1654.4,thin,history,2022-11-07,2022-11-07
HUGER,SC,,SALTILLO,CO,,1674.3,,340.2,1.0,0,1674.3,1674.3,0.0,,,thin,history,2024-12-05,2024-12-05
HUGER,SC,,SINTON,TX,,1305.1,1606.4,372.2,1.0,1,1305.1,1305.1,0.0,1606.4,1606.4,thin,history,2023-02-02,2023-02-02
HUNTIGTON VALLEY,PA,,LAREDO,TX,,1908.5,1862.2,24.4,1.0,1,1908.5,1908.5,0.0,1862.2,1862.2,thin,history,2026-05-21,2026-05-21
HUNTINGDON,TN,,LAREDO,TX,,998.4,1089.7,124.3,1.0,1,998.4,998.4,0.0,1089.7,1089.7,thin,history,2024-12-10,2024-12-10
HUNTLEY,MT,,HEREFORD,TX,,994.6,1607.8,659.6,1.0,1,994.6,994.6,0.0,1607.8,1607.8,thin,history,2023-03-30,2023-03-30
HUNTSVILLE,AR,,LAREDO,TX,,788.2,893.1,123.7,1.0,1,788.2,788.2,0.0,893.1,893.1,thin,history,2022-04-01,2022-04-01
HURLEY,WI,,COOPERSVILLE,MI,,591.6,652.8,110.0,1.0,1,591.6,591.6,0.0,652.8,652.8,thin,history,2026-04-14,2026-04-14
IDABEL,OK,,MONTGOMERY,IN,,676.7,816.8,187.4,1.0,1,676.7,676.7,0.0,816.8,816.8,thin,history,2025-08-15,2025-08-15
IDAHO FALLS,ID,,HOUSTON,TX,,1641.4,1864.8,255.2,1.0,1,1641.4,1641.4,0.0,1864.8,1864.8,thin,history,2024-10-25,2024-10-25
HUBBARD,OR,,DE SOTO,TX,,2087.1,2200.2,193.3,1.0,1,2087.1,2087.1,0.0,2200.2,2200.2,thin,history,2023-05-12,2023-05-12
JONESTOWN,PA,,CUERTO,TX,,1630.8,1884.6,281.0,1.0,1,1630.8,1630.8,0.0,1884.6,1884.6,thin,history,2026-08-20,2026-08-20
JONESTOWN,PA,,HOUSTON,TX,,1492.8,2175.0,707.2,1.0,1,1492.8,1492.8,0.0,2175.0,2175.0,thin,history,2022-07-09,2022-07-09
JORDAN,MI,,ARDMORE,OK,,1212.6,1425.7,257.3,1.0,1,1212.6,1212.6,0.0,1425.7,1425.7,thin,history,2025-11-03,2025-11-03
JUNCTION,IA,,HIDALGO,TX,,1299.8,1700.7,428.4,1.0,1,1299.8,1299.8,0.0,1700.7,1700.7,thin,history,2025-04-03,2025-04-03
KANKAKEE,IL,,LAREDO,TX,,1336.1,1327.3,43.7,1.0,1,1336.1,1336.1,0.0,1327.3,1327.3,thin,history,2022-04-22,2022-04-22
KANSAS CITY,KS,,MONROE TOWNSHIP,NJ,,1182.5,1184.9,27.6,1.0,1,1182.5,1182.5,0.0,1184.9,1184.9,thin,history,2026-03-30,2026-03-30
KANSAS CITY,MO,,LAREDO,TX,,937.4,979.2,65.2,1.0,1,937.4,937.4,0.0,979.2,979.2,thin,history,2023-01-26,2023-01-26
KANSAS CITY,MO,,SOUTH BEND,IN,,568.8,610.5,60.6,1.0,1,568.8,568.8,0.0,610.5,610.5,thin,history,2025-08-26,2025-08-26
KATY,TX,,BROWNSTOWN,MI,,1291.1,1334.7,70.2,1.0,1,1291.1,1291.1,0.0,1334.7,1334.7,thin,history,2025-06-28,2025-06-28
JACKSONVILLE,FL,,OWINGSVILLE,KY,,743.2,689.3,0.0,1.0,1,743.2,743.2,0.0,689.3,689.3,thin,history,2025-05-09,2025-05-09
KEASBEY,NJ,,FT WORTH,TX,,1575.3,1563.4,19.5,1.0,1,1575.3,1575.3,0.0,1563.4,1563.4,thin,history,2023-07-01,2023-07-01
KEASBEY,NJ,,LUBBOCK,TX,,1823.9,2280.7,570.3,1.0,1,1823.9,1823.9,0.0,2280.7,2280.7,thin,history,2026-04-27,2026-04-27
KEASBEY,NJ,,MONTGOMERY,IL,,821.7,874.9,80.4,1.0,1,821.7,821.7,0.0,874.9,874.9,thin,history,2025-03-30,2025-03-30
KEASBEY,NJ,,SAN ANTONIO,TX,,1804.1,2117.9,364.5,1.0,1,1804.1,1804.1,0.0,2117.9,2117.9,thin,history,2026-07-14,2026-07-14
KEASBEY,NJ,,WAXAHACHIE,TX,,1559.9,2128.1,598.7,1.0,1,1559.9,1559.9,0.0,2128.1,2128.1,thin,history,2026-08-07,2026-08-07
KENILWORTH,NJ,,CARROLLTON,TX,,1539.8,1563.8,36.1,1.0,1,1539.8,1539.8,0.0,1563.8,1563.8,thin,history,2022-10-05,2022-10-05
KENNEWICK,WA,,LAREDO,TX,,2115.2,2214.1,237.4,1.0,1,2115.2,2115.2,0.0,2214.1,2214.1,thin,history,2022-11-11,2022-11-11
KENOSHA,WI,,LAREDO,TX,,1406.8,1543.0,161.3,1.0,1,1406.8,1406.8,0.0,1543.0,1543.0,thin,history,2022-12-08,2022-12-08
KEOKUK,IA,,LAREDO,TX,,1141.8,1394.6,279.0,1.0,1,1141.8,1141.8,0.0,1394.6,1394.6,thin,history,2023-07-08,2023-07-08
KERNERSVILLE,NC,,SAN ANTONIO,TX,,1311.3,1512.8,226.3,1.0,1,1311.3,1311.3,0.0,1512.8,1512.8,thin,history,2020-10-31,2020-10-31
KEASBEY,NJ,,FROT WORTH,TX,,1573.5,1993.1,452.2,1.0,1,1573.5,1573.5,0.0,1993.1,1993.1,thin,history,2026-06-03,2026-06-03
JACKSONVILLE,FL,,TYLER,TX,,1218.2,1340.5,154.7,1.0,1,1218.2,1218.2,0.0,1340.5,1340.5,thin,history,2025-08-22,2025-08-22
JACKSONVILLE,TX,,LAREDO,TX,,440.7,558.0,138.0,1.0,1,440.7,440.7,0.0,558.0,558.0,thin,history,2023-03-20,2023-03-20
JAMAICA,NY,,AUSTIN,TX,,1773.6,1952.3,245.4,1.0,1,1773.6,1773.6,0.0,1952.3,1952.3,thin,history,2022-02-05,2022-02-05
JAMAICA,NY,,HOUSTON,TX,,1664.2,1664.8,43.7,1.0,1,1664.2,1664.2,0.0,1664.8,1664.8,thin,history,2023-07-22,2023-07-22
JAMAICA,NY,,LAREDO,TX,,2004.9,1954.9,25.7,1.0,1,2004.9,2004.9,0.0,1954.9,1954.9,thin,history,2022-02-10,2022-02-10
JASPER,AL,,LAREDO,TX,,1017.2,1187.3,227.8,1.0,1,1017.2,1017.2,0.0,1187.3,1187.3,thin,history,2026-02-26,2026-02-26
JASPER,TX,,LAREDO,TX,,483.1,,135.3,1.0,0,483.1,483.1,0.0,,,thin,history,2025-09-19,2025-09-19
JEFERSON,TX,,LAREDO,TX,,540.1,815.4,290.7,1.0,1,540.1,540.1,0.0,815.4,815.4,thin,history,2023-02-20,2023-02-20
JEFFERSON,TX,,LAREDO,TX,,540.1,651.3,138.0,1.0,1,540.1,540.1,0.0,651.3,651.3,thin,history,2023-03-13,2023-03-13
JEFFERSONVILLE,IN,,LAREDO,TX,,1266.4,1337.7,119.4,1.0,1,1266.4,1266.4,0.0,1337.7,1337.7,thin,history,2026-04-07,2026-04-07
JONESBORO,PA,,HOUSTON,TX,,1483.4,1614.3,157.0,1.0,1,1483.4,1483.4,0.0,1614.3,1614.3,thin,history,2023-10-04,2023-10-04
JEFFERSONVILLE,IN,,SEGUIN,TX,,1083.5,1500.6,463.1,1.0,1,1083.5,1083.5,0.0,1500.6,1500.6,thin,history,2025-04-28,2025-04-28
JENNINGS,FL,,BOYD,TX,,971.5,1044.1,107.7,1.0,1,971.5,971.5,0.0,1044.1,1044.1,thin,history,2023-09-23,2023-09-23
JERSEY CITY,NJ,,BROOKSHIRE,TX,,1661.3,1955.6,326.7,1.0,1,1661.3,1661.3,0.0,1955.6,1955.6,thin,history,2022-10-02,2022-10-02
JERSEY CITY,NJ,,DALLAS,TX,,1537.5,1618.7,89.3,1.0,1,1537.5,1537.5,0.0,1618.7,1618.7,thin,history,2022-07-16,2022-07-16
JERSEY CITY,NJ,,OWATONNA,MN,,1179.3,1221.0,66.5,1.0,1,1179.3,1179.3,0.0,1221.0,1221.0,thin,history,2025-06-20,2025-06-20
JERSEY CITY,NJ,,SAN ANTONIO,TX,,1812.3,,189.5,1.0,0,1812.3,1812.3,0.0,,,thin,history,2021-06-29,2021-06-29
JOHNSTON,PA,,LAREDO,TX,,1714.1,1953.3,283.1,1.0,1,1714.1,1714.1,0.0,1953.3,1953.3,thin,history,2022-03-29,2022-03-29
JOLIET,IL,,ARLINGTON,TX,,907.8,919.5,21.9,1.0,1,907.8,907.8,0.0,919.5,919.5,thin,history,2026-08-11,2026-08-11
JOLIET,IL,,DALLAS,TX,,899.7,930.7,42.0,1.0,1,899.7,899.7,0.0,930.7,930.7,thin,history,2025-09-29,2025-09-29
JOLIET,IL,,LAREDO,TX,,1322.0,1466.0,157.3,1.0,1,1322.0,1322.0,0.0,1466.0,1466.0,thin,history,2023-01-10,2023-01-10
JEFFERSONVILLE,IN,,SAN ANTONIO,TX,,1131.3,1473.6,396.6,1.0,1,1131.3,1131.3,0.0,1473.6,1473.6,thin,history,2025-07-29,2025-07-29
HARTFORD,MI,,CEDAR FALLS,IA,,405.4,,152.4,1.0,0,405.4,405.4,0.0,,,thin,history,2025-03-31,2025-03-31
HARTFORD,MI,,SAN ANTONIO,TX,,1316.5,1515.6,255.9,1.0,1,1316.5,1316.5,0.0,1515.6,1515.6,thin,history,2020-12-08,2020-12-08
HARTFORD,OH,,HIDALGO,TX,,1594.5,,203.7,1.0,0,1594.5,1594.5,0.0,,,thin,history,2026-06-08,2026-06-08
HARTFORD,WI,,CHAMBERSBURG,PA,,758.3,838.3,118.4,1.0,1,758.3,758.3,0.0,838.3,838.3,thin,history,2026-06-05,2026-06-05
HASKEL,TX,,BRUNI,TX,,620.3,816.8,242.7,1.0,1,620.3,620.3,0.0,816.8,816.8,thin,history,2023-05-15,2023-05-15
HASTINGS,MI,,LAREDO,TX,,1547.5,1948.4,400.9,1.0,1,1547.5,1547.5,0.0,1948.4,1948.4,thin,history,2025-01-21,2025-01-21
HATCH,NM,,MANSFIELD,TX,,704.1,847.5,186.5,1.0,1,704.1,704.1,0.0,847.5,847.5,thin,history,2023-04-11,2023-04-11
HAUPAUGUE,NY,,HOUSTON,TX,,1693.5,1665.9,0.0,1.0,1,1693.5,1693.5,0.0,1665.9,1665.9,thin,history,2024-08-28,2024-08-28
HAUPPAUGE,NY,,LAREDO,TX,,2036.2,2133.8,158.2,1.0,1,2036.2,2036.2,0.0,2133.8,2133.8,thin,history,2023-04-21,2023-04-21
